category,tag,domain,source,environment,scenario,file
mass/thin,empty,electronic,electronics shell,workbench,snapping shut an empty plastic electronics shell,empty/empty_electronic_0394.mp3
mass/thin,empty,electronic,speaker box,garage,knocking on a hollow empty speaker box,empty/empty_electronic_0395.mp3
mass/thin,empty,electronic,battery tube,flashlight,dropping an empty flashlight battery tube,empty/empty_electronic_0396.mp3
mass/thin,empty,electronic,server rack,datacenter,slamming the door of an empty metal server rack,empty/empty_electronic_0397.mp3
mass/thin,empty,electronic,television casing,scrapyard,smashing an empty plastic television casing,empty/empty_electronic_0398.mp3
mass/thin,empty,electronic,dvd drive tray,computer,closing an empty plastic dvd drive tray,empty/empty_electronic_0399.mp3
mass/thin,empty,electronic,cd jewel case,car,snapping shut an empty cd jewel case,empty/empty_electronic_0400.mp3
mass/thin,empty,electronic,projector housing,classroom,tapping an empty metal projector housing,empty/empty_electronic_0401.mp3
mass/thin,empty,electronic,plug casing,wall,stepping on an empty plastic plug casing,empty/empty_electronic_0402.mp3
mass/thin,empty,electronic,cable conduit,ceiling,pulling wire through an empty plastic cable conduit,empty/empty_electronic_0403.mp3
mass/thin,empty,electronic,fuse box,basement,closing the metal door of an empty fuse box,empty/empty_electronic_0404.mp3
mass/thin,empty,electronic,remote shell,living room,dropping an empty remote control shell,empty/empty_electronic_0405.mp3
mass/thin,empty,electronic,hard drive enclosure,desk,tapping an empty aluminum hard drive enclosure,empty/empty_electronic_0406.mp3
mass/thin,empty,electronic,arcade cabinet,bar,knocking on the side of an empty wooden arcade cabinet,empty/empty_electronic_0407.mp3
mass/thin,empty,electronic,rackmount chassis,studio,sliding an empty rackmount chassis into place,empty/empty_electronic_0408.mp3
mass/thin,empty,electronic,cassette shell,bedroom,cracking an empty plastic cassette shell,empty/empty_electronic_0409.mp3
mass/thin,light,musical,balsa block,studio,striking a light balsa wood block,light/light_musical_0307.mp3
mass/thin,light,musical,bamboo chime,porch,wind rattling a light bamboo chime,light/light_musical_0308.mp3
mass/thin,light,musical,plastic egg shaker,stage,shaking a light plastic egg shaker,light/light_musical_0309.mp3
mass/thin,light,musical,carbon fiber bow,rehearsal room,bouncing a lightweight carbon fiber bow,light/light_musical_0310.mp3
mass/thin,light,musical,triangle wand,orchestra,tapping a tiny triangle with a light metal wand,light/light_musical_0311.mp3
mass/thin,light,musical,finger cymbal,dance studio,chiming a very light brass finger cymbal,light/light_musical_0312.mp3
mass/thin,light,musical,nylon string,bedroom,a light pluck on a nylon guitar string,light/light_musical_0313.mp3
mass/thin,light,musical,cork mallet,auditorium,a light tap with a cork mallet on a cymbal,light/light_musical_0314.mp3
mass/thin,light,musical,wooden guiro,street,a light scrape across a wooden guiro,light/light_musical_0315.mp3
mass/thin,light,musical,plastic recorder,classroom,a light breath into a plastic recorder,light/light_musical_0316.mp3
mass/thin,light,musical,feather mute,piano,placing a light feather mute on a piano string,light/light_musical_0317.mp3
mass/thin,light,musical,small tuning fork,lab,striking a very light aluminum tuning fork,light/light_musical_0318.mp3
mass/thin,light,musical,ocarina,field,a light trill on a ceramic ocarina,light/light_musical_0319.mp3
mass/thin,light,musical,kazoo membrane,party,a light hum vibrating a plastic kazoo membrane,light/light_musical_0320.mp3
mass/thin,light,musical,tambourine ring,church,a light shake of a single tambourine ring,light/light_musical_0321.mp3
mass/thin,light,musical,ukulele body,beach,tapping the light wooden body of a ukulele,light/light_musical_0322.mp3
mass/thin,light,musical,synthetic drumstick,arena,clicking a light synthetic drumstick,light/light_musical_0323.mp3
mass/thin,light,mechanical,ping pong ball,table,bouncing a light ping pong ball,light/light_mechanical_0324.mp3
mass/thin,light,mechanical,aluminum shaving,lathe,a light aluminum shaving falling onto the floor,light/light_mechanical_0325.mp3
mass/thin,light,mechanical,watch screw,desk,dropping a tiny light watch screw,light/light_mechanical_0326.mp3
mass/thin,light,mechanical,plastic gear,toy,spinning a light plastic gear,light/light_mechanical_0327.mp3
mass/thin,light,mechanical,metal paperclip,desk,dropping a light metal paperclip,light/light_mechanical_0328.mp3
mass/thin,light,mechanical,balsa glider,park,throwing a light balsa glider into the air,light/light_mechanical_0329.mp3
mass/thin,light,mechanical,foil confetti,stadium,light foil confetti drifting to the ground,light/light_mechanical_0330.mp3
mass/thin,light,mechanical,spring wire,clock,snapping a light spring wire in a clock,light/light_mechanical_0331.mp3
mass/thin,light,mechanical,thumbtack,corkboard,pushing a light thumbtack into a corkboard,light/light_mechanical_0332.mp3
mass/thin,light,mechanical,plastic washer,concrete floor,dropping a light plastic washer,light/light_mechanical_0333.mp3
mass/thin,light,mechanical,aluminum pull tab,street,flicking a light aluminum pull tab,light/light_mechanical_0334.mp3
mass/thin,light,mechanical,tiny ball bearing,glass bowl,a light ball bearing dropping into a glass bowl,light/light_mechanical_0335.mp3
mass/thin,light,mechanical,foam packing peanut,box,crushing a light foam packing peanut,light/light_mechanical_0336.mp3
mass/thin,light,mechanical,wire twisting,bread tie,twisting a light wire bread tie,light/light_mechanical_0337.mp3
mass/thin,light,mechanical,plastic zip tie,cable,pulling a light plastic zip tie,light/light_mechanical_0338.mp3
mass/thin,light,mechanical,aluminum rivet,factory floor,dropping a light aluminum rivet,light/light_mechanical_0339.mp3
mass/thin,light,mechanical,typewriter ribbon,office,spooling a light typewriter ribbon,light/light_mechanical_0340.mp3
mass/thin,light,environmental,snowflake,window,a light snowflake hitting a window,light/light_environmental_0341.mp3
mass/thin,light,environmental,ash,campfire,light floating ash landing on a rock,light/light_environmental_0342.mp3
mass/thin,light,environmental,dandelion seed,field,wind blowing a light dandelion seed,light/light_environmental_0343.mp3
mass/thin,light,environmental,breeze,tall grass,a light breeze rustling tall grass,light/light_environmental_0344.mp3
mass/thin,light,environmental,fine dust,attic,fine light dust settling on a wooden floor,light/light_environmental_0345.mp3
mass/thin,light,environmental,dry leaf,sidewalk,a small light dry leaf blowing across the sidewalk,light/light_environmental_0346.mp3
mass/thin,light,environmental,raindrop,puddle,a single light raindrop hitting a puddle,light/light_environmental_0347.mp3
mass/thin,light,environmental,sand grain,dune,light wind picking up sand grains,light/light_environmental_0348.mp3
mass/thin,light,environmental,pumice stone,beach,tossing a light pumice stone onto the beach,light/light_environmental_0349.mp3
mass/thin,light,environmental,pine needle,forest,a light pine needle dropping from a tree,light/light_environmental_0350.mp3
mass/thin,light,environmental,spider silk,breeze,a light strand of spider silk catching the breeze,light/light_environmental_0351.mp3
mass/thin,light,environmental,ice crystal,frozen lake,a light ice crystal shattering,light/light_environmental_0352.mp3
mass/thin,light,environmental,dew drop,leaf,a light dew drop falling from a leaf,light/light_environmental_0353.mp3
mass/thin,light,environmental,fluff,cottonwood tree,light fluff falling from a cottonwood tree,light/light_environmental_0354.mp3
mass/thin,light,environmental,pebble,pond,skipping a very light pebble across a pond,light/light_environmental_0355.mp3
mass/thin,light,environmental,smoke wisp,incense,a light breeze disturbing a smoke wisp,light/light_environmental_0356.mp3
mass/thin,light,environmental,salt crystal,rock face,wind brushing a light salt crystal off a rock face,light/light_environmental_0357.mp3
mass/thin,light,organic,feather,ground,a light feather drifting to the ground,light/light_organic_0358.mp3
mass/thin,light,organic,moth wing,porch light,the flutter of a light moth wing,light/light_organic_0359.mp3
mass/thin,light,organic,dry dandelion,meadow,blowing a light dry dandelion apart,light/light_organic_0360.mp3
mass/thin,light,organic,tuft of fur,brush,pulling a light tuft of fur from a brush,light/light_organic_0361.mp3
mass/thin,light,organic,spider web,attic,a light spider web tearing,light/light_organic_0362.mp3
mass/thin,light,organic,dry grass blade,wind,a light dry grass blade snapping in the wind,light/light_organic_0363.mp3
mass/thin,light,organic,insect husk,windowsill,crushing a light dry insect husk,light/light_organic_0364.mp3
mass/thin,light,organic,human breath,cold air,a light human breath exhaling,light/light_organic_0365.mp3
mass/thin,light,organic,footstep,carpet,a light tiptoe footstep on a carpet,light/light_organic_0366.mp3
mass/thin,light,organic,butterfly,flower,a butterfly lightly landing on a flower,light/light_organic_0367.mp3
mass/thin,light,organic,dry moss,rock,brushing light dry moss off a rock,light/light_organic_0368.mp3
mass/thin,light,organic,hair clipping,barbershop floor,a light hair clipping falling to the floor,light/light_organic_0369.mp3
mass/thin,light,organic,gnat,ear,a light gnat buzzing near an ear,light/light_organic_0370.mp3
mass/thin,light,organic,corn silk,kitchen counter,pulling light corn silk off a cob,light/light_organic_0371.mp3
mass/thin,light,organic,flower stamen,garden,plucking a light flower stamen,light/light_organic_0372.mp3
mass/thin,light,organic,dry lichen,tree bark,scraping light dry lichen off tree bark,light/light_organic_0373.mp3
mass/thin,light,organic,chaff,wheat field,wind blowing light wheat chaff,light/light_organic_0374.mp3
mass/thin,light,domestic,cotton swab,bathroom counter,dropping a light cotton swab,light/light_domestic_0375.mp3
mass/thin,light,domestic,tissue paper,trash,dropping a piece of light tissue paper,light/light_domestic_0376.mp3
mass/thin,light,domestic,plastic straw,table,dropping a light plastic straw,light/light_domestic_0377.mp3
mass/thin,light,domestic,matchstick,kitchen,dropping a light wooden matchstick,light/light_domestic_0378.mp3
mass/thin,light,domestic,styrofoam cup,picnic,crushing a light styrofoam cup,light/light_domestic_0379.mp3
mass/thin,light,domestic,paper napkin,lap,unfolding a light paper napkin,light/light_domestic_0380.mp3
mass/thin,light,domestic,feather duster,bookshelf,swiping a light feather duster,light/light_domestic_0381.mp3
mass/thin,light,domestic,thread,sewing room,snapping a light cotton thread,light/light_domestic_0382.mp3
mass/thin,light,domestic,plastic spoon,lunchbox,dropping a light plastic spoon,light/light_domestic_0383.mp3
mass/thin,light,domestic,yarn,knitting needle,pulling a light strand of yarn,light/light_domestic_0384.mp3
mass/thin,light,domestic,baking powder,bowl,a light dusting of baking powder falling into a bowl,light/light_domestic_0385.mp3
mass/thin,light,domestic,tea leaf,cup,a light dry tea leaf dropping into a cup,light/light_domestic_0386.mp3
mass/thin,light,domestic,cardboard coaster,bar,sliding a light cardboard coaster,light/light_domestic_0387.mp3
mass/thin,light,domestic,lint,dryer,peeling a light layer of lint from a dryer screen,light/light_domestic_0388.mp3
mass/thin,light,domestic,aluminum foil scrap,counter,blowing a light aluminum foil scrap,light/light_domestic_0389.mp3
mass/thin,light,domestic,envelope,desk,dropping a light paper envelope,light/light_domestic_0390.mp3
mass/thin,light,domestic,paper receipt,wallet,crumpling a light paper receipt,light/light_domestic_0391.mp3
mass/thin,light,electronic,computer mouse,desk,a light click of a computer mouse,light/light_electronic_0392.mp3
mass/thin,light,electronic,plastic dial,stereo,turning a light plastic dial,light/light_electronic_0393.mp3
mass/thin,light,electronic,microchip,workbench,dropping a tiny light microchip,light/light_electronic_0394.mp3
mass/thin,light,electronic,plastic fader,mixing console,sliding a light plastic fader,light/light_electronic_0395.mp3
mass/thin,light,electronic,cooling fan,laptop,a small light cooling fan spinning up,light/light_electronic_0396.mp3
mass/thin,light,electronic,keyboard key,laptop,tapping a light laptop keyboard key,light/light_electronic_0397.mp3
mass/thin,light,electronic,tactile switch,circuit board,clicking a light tactile switch,light/light_electronic_0398.mp3
mass/thin,light,electronic,silicone button,remote control,pressing a light silicone button,light/light_electronic_0399.mp3
mass/thin,light,electronic,led bulb,desk,dropping a light glass led bulb,light/light_electronic_0400.mp3
mass/thin,light,electronic,jumper wire,breadboard,inserting a light jumper wire,light/light_electronic_0401.mp3
mass/thin,light,electronic,usb cap,floor,dropping a light plastic usb cap,light/light_electronic_0402.mp3
mass/thin,light,electronic,camera shutter,smartphone,the sound of a light digital camera shutter,light/light_electronic_0403.mp3
mass/thin,light,electronic,stylus tip,tablet,tapping a light plastic stylus tip on a screen,light/light_electronic_0404.mp3
mass/thin,light,electronic,sd card,table,dropping a light plastic sd card,light/light_electronic_0405.mp3
mass/thin,light,electronic,watch alarm,wrist,a light digital beep from a watch,light/light_electronic_0406.mp3
mass/thin,light,electronic,earbud,desk,dropping a light plastic earbud,light/light_electronic_0407.mp3
mass/thin,light,electronic,cd spindle,spindle,sliding a light blank cd onto a spindle,light/light_electronic_0408.mp3
mass/thin,compact,musical,wound bass string,fretboard,plucking a tightly wound bass string,compact/compact_musical_0308.mp3
mass/thin,compact,musical,brass bell,desk,striking a small compact heavy brass bell,compact/compact_musical_0309.mp3
mass/thin,compact,musical,felt mallet,timpani,hitting with a tightly rolled compact felt mallet,compact/compact_musical_0310.mp3
mass/thin,compact,musical,travel guitar,bus,strumming a compact travel acoustic guitar,compact/compact_musical_0311.mp3
mass/thin,compact,musical,accordion bellows,street corner,squeezing an accordion tightly closed,compact/compact_musical_0312.mp3
mass/thin,compact,musical,hi-hat,drum kit,striking a tightly closed compact hi-hat,compact/compact_musical_0313.mp3
mass/thin,compact,musical,kalimba,hands,plucking a dense compact metal kalimba,compact/compact_musical_0314.mp3
mass/thin,compact,musical,snare drum,marching band,hitting a tightly cranked compact snare drum,compact/compact_musical_0315.mp3
mass/thin,compact,musical,tuning peg,headstock,turning a compact metal tuning peg,compact/compact_musical_0316.mp3
mass/thin,compact,musical,castanet,flamenco dancer,clicking a dense compact wooden castanet,compact/compact_musical_0317.mp3
mass/thin,compact,musical,claves,stage,striking two tightly grained compact wood claves,compact/compact_musical_0318.mp3
mass/thin,compact,musical,muted trumpet,jazz club,blowing a tightly muted compact trumpet,compact/compact_musical_0319.mp3
